Project URL,SHA Detected,Module Path,Fully-Qualified Test Name (packageName.ClassName.methodName),Category,Status,PR Link,Notes
https://github.com/abel533/Mapper,3c0b3307011fad53f811e08d05147d94fc6c0d67,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDelete,OD,Accepted,https://github.com/abel533/Mapper/pull/838,https://github.com/TestingResearchIllinois/idoft/issues/90
https://github.com/abel533/Mapper,3c0b3307011fad53f811e08d05147d94fc6c0d67,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDeleteEntity,OD,Accepted,https://github.com/abel533/Mapper/pull/838,https://github.com/TestingResearchIllinois/idoft/issues/90
https://github.com/abel533/Mapper,3c0b3307011fad53f811e08d05147d94fc6c0d67,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDeleteException,OD,Accepted,https://github.com/abel533/Mapper/pull/838,https://github.com/TestingResearchIllinois/idoft/issues/90
https://github.com/abel533/Mapper,3c0b3307011fad53f811e08d05147d94fc6c0d67,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDeleteMap,OD,Accepted,https://github.com/abel533/Mapper/pull/838,https://github.com/TestingResearchIllinois/idoft/issues/90
https://github.com/Accenture/mercury,e659caf000c2a714d921a52cbc85e13f56cef981,system/platform-core,org.platformlambda.core.PostOfficeTest.journalYamlTest,ID,Accepted,https://github.com/Accenture/mercury/pull/143,
https://github.com/Activiti/Activiti,b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4,activiti-engine,org.activiti.engine.test.cfg.RetryInterceptorTest.testRetryInterceptor,NIO,Accepted,https://github.com/Activiti/Activiti/pull/3488,
https://github.com/Activiti/Activiti,b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4,activiti-engine,org.activiti.standalone.validation.DisabledSchemaValidationTest.testDisableValidation,NIO,Accepted,https://github.com/Activiti/Activiti/pull/3487,
https://github.com/adobe/asset-share-commons,ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed,core,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsDownloadServletTest.doPost,ID,Accepted,https://github.com/adobe/asset-share-commons/pull/672,issue: https://github.com/adobe/asset-share-commons/issues/673
https://github.com/adobe/asset-share-commons,ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed,core,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImplTest.getZipEntryName,ID,Accepted,https://github.com/adobe/asset-share-commons/pull/672,issue: https://github.com/adobe/asset-share-commons/issues/673
https://github.com/adobe/asset-share-commons,ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed,core,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImplTest.getZipEntryName_GenerateUniqueZipFileNameEntry,ID,Accepted,https://github.com/adobe/asset-share-commons/pull/672,issue: https://github.com/adobe/asset-share-commons/issues/673
https://github.com/adobe/asset-share-commons,ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed,core,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImplTest.pack,ID,Accepted,https://github.com/adobe/asset-share-commons/pull/672,issue: https://github.com/adobe/asset-share-commons/issues/673
https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestAchDetailsSerialization,ID,Accepted,https://github.com/Adyen/adyen-java-api-library/pull/681, A previous PR (https://github.com/Adyen/adyen-java-api-library/pull/654) was opened but not accepted because of adding a library
https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestAmazonPayDetailsSerialization,ID,Accepted,https://github.com/Adyen/adyen-java-api-library/pull/681, A previous PR (https://github.com/Adyen/adyen-java-api-library/pull/654) was opened but not accepted because of adding a library
https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestAndroidPayDetails,ID,Accepted,https://github.com/Adyen/adyen-java-api-library/pull/681, A previous PR (https://github.com/Adyen/adyen-java-api-library/pull/654) was opened but not accepted because of adding a library
https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestApplePayDetailsSerialization,ID,Accepted,https://github.com/Adyen/adyen-java-api-library/pull/681, A previous PR (https://github.com/Adyen/adyen-java-api-library/pull/654) was opened but not accepted because of adding a library
https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestBacsDirectDebitDetailsSerialization,ID,Accepted,https://github.com/Adyen/adyen-java-api-library/pull/681, A previous PR (https://github.com/Adyen/adyen-java-api-library/pull/654) was opened but not accepted because of adding a library
https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestBillDeskOnlineDetailsSerialization,ID,Accepted,https://github.com/Adyen/adyen-java-api-library/pull/681, A previous PR (https://github.com/Adyen/adyen-java-api-library/pull/654) was opened but not accepted because of adding a library
https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestBilldeskWalletDetailsSerialization,ID,Accepted,https://github.com/Adyen/adyen-java-api-library/pull/681, A previous PR (https://github.com/Adyen/adyen-java-api-library/pull/654) was opened but not accepted because of adding a library A previous PR (https://github.com/Adyen/adyen-java-api-library/pull/654) was opened but not accepted because of adding a library
https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestBlikDetailsSerialization,ID,Accepted,https://github.com/Adyen/adyen-java-api-library/pull/681, A previous PR (https://github.com/Adyen/adyen-java-api-library/pull/654) was opened but not accepted because of adding a library
https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestDateSerializers,ID,Accepted,https://github.com/Adyen/adyen-java-api-library/pull/681, A previous PR (https://github.com/Adyen/adyen-java-api-library/pull/654) was opened but not accepted because of adding a library
